,Title,Post number,Date,Nickname,Link
60,강경젓갈축제 체험이요..하..,673919,2024.10.17. 20:15,사랑맘1901,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673919&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzkxOSwiaXNzdWVkQXQiOjE3MzI2MDY2OTkwMjEsImNhZmVJZCI6MjEyOTAzNjl9.5Q9wfEa0Lq3OYN7YtrNN65Fde7uPh9A97pcVEoksIRA&where=search&referrerAllArticles=true
61,강경젓갈축제 셔틀버스? 순환버스?,673913,2024.10.17. 19:42,우니의 태리,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673913&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzkxMywiaXNzdWVkQXQiOjE3MzI2MDY2OTkwMzcsImNhZmVJZCI6MjEyOTAzNjl9.ZhZ09zvlwBi363I2vleopqBO9s8NwPKHATFUgY4Ve3Y&where=search&referrerAllArticles=true
62,강경젓갈축제 정보,673911,2024.10.17. 19:20,망고팅,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673911&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzkxMSwiaXNzdWVkQXQiOjE3MzI2MDY2OTkwNTYsImNhZmVJZCI6MjEyOTAzNjl9.VjsWU2Y0W3EfRLWP-JFBu2KpAPkZyS5GzfQYfDsxyJQ&where=search&referrerAllArticles=true
63,강경젓갈축제,673902,2024.10.17. 18:18,하랑,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673902&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzkwMiwiaXNzdWVkQXQiOjE3MzI2MDY2OTkwNzgsImNhZmVJZCI6MjEyOTAzNjl9.rBBNsN1YPpT9XxQl_6bi7FbJ3JjOsC44Tpv8Ki_Pp4k&where=search&referrerAllArticles=true
64,강경젓갈 축제 김치 살 곳?,673901,2024.10.17. 18:09,사랑둥이,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673901&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzkwMSwiaXNzdWVkQXQiOjE3MzI2MDY2OTkwOTUsImNhZmVJZCI6MjEyOTAzNjl9.8sYjf1yCl1qP4egP2TxzbAhbBCSvKmwcHBdIbAHCHc0&where=search&referrerAllArticles=true
65,강경젓갈축제 사과 맛나네요~,673898,2024.10.17. 17:54,gdjklg,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673898&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzg5OCwiaXNzdWVkQXQiOjE3MzI2MDY2OTkxMTUsImNhZmVJZCI6MjEyOTAzNjl9.rAf3Qy44HjpivCoYAaX1PI34F6SKdRO_jDJ3HEB2uBQ&where=search&referrerAllArticles=true
66,강경축제 불꽃놀이 하나요?,673873,2024.10.17. 13:53,푸른새벽,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673873&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzg3MywiaXNzdWVkQXQiOjE3MzI2MDY2OTkxMzMsImNhZmVJZCI6MjEyOTAzNjl9.vwuo_vDb_Hvu34AtNxA7T-iSS9EWKsfkRC_wh5UQpZY&where=search&referrerAllArticles=true
67,강경젓갈 축제,673869,2024.10.17. 13:08,찌이,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673869&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzg2OSwiaXNzdWVkQXQiOjE3MzI2MDY2OTkxNDcsImNhZmVJZCI6MjEyOTAzNjl9.trTnf9DE6qVMJZ6l6CRt0K_49TZMMnccC7xxkITxm3k&where=search&referrerAllArticles=true
68,강경 젓갈 축제기간 중 비 소식이 있던데..,673802,2024.10.16. 19:17,이젠집밥해먹자,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673802&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzgwMiwiaXNzdWVkQXQiOjE3MzI2MDY2OTkxNjEsImNhZmVJZCI6MjEyOTAzNjl9.NIVGVsIsUXcXfY62XyDupmFIj19jn5TrnXk1Sw398bk&where=search&referrerAllArticles=true
69,[강경젓갈축제]문화누리카드 축제가맹점 안내,673773,2024.10.16. 14:20,용용2다잉,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673773&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzc3MywiaXNzdWVkQXQiOjE3MzI2MDY2OTkxNzQsImNhZmVJZCI6MjEyOTAzNjl9.v_ETVpjAqQo-Go6dy9HZQ6gMZAdJPWMhqJ-v4GCL1ws&where=search&referrerAllArticles=true
70,강경젓갈축제 문화누리카드 이벤트,673767,2024.10.16. 14:08,용용2다잉,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673767&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzc2NywiaXNzdWVkQXQiOjE3MzI2MDY2OTkxOTIsImNhZmVJZCI6MjEyOTAzNjl9.RctGSfTzrmJio3ZQkKQrVTg_wUDK3MjAECE36rl9HLI&where=search&referrerAllArticles=true
71,2024 강경젓갈축제 안내(변경사항 포함),673763,2024.10.16. 13:29,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673763&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzc2MywiaXNzdWVkQXQiOjE3MzI2MDY2OTkyMDksImNhZmVJZCI6MjEyOTAzNjl9.0c4JcV05WdR-p6j8i__9secgYfV8BSMAShXPtkMm2-Q&where=search&referrerAllArticles=true
72,??강경젓갈축제(베베핀 해피콘서트)??,673749,2024.10.16. 09:52,물고기,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673749&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzc0OSwiaXNzdWVkQXQiOjE3MzI2MDY2OTkyMzEsImNhZmVJZCI6MjEyOTAzNjl9.SLgrTczS08bKKXFuX229tOgkQkyeaXEoCgp28jN2QSc&where=search&referrerAllArticles=true
73,2024 강경젓갈축제 세부일정 등 안내,673643,2024.10.14. 21:26,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673643&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzY0MywiaXNzdWVkQXQiOjE3MzI2MDY2OTkyNDksImNhZmVJZCI6MjEyOTAzNjl9.EoU5W-mVxrcQKjY3_A_HQfE9Xmfi3wfTIqeMJ43oLUU&where=search&referrerAllArticles=true
74,2024 강경젓갈축제 홍보 영상,673536,2024.10.13. 16:44,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673536&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzUzNiwiaXNzdWVkQXQiOjE3MzI2MDY2OTkyNjgsImNhZmVJZCI6MjEyOTAzNjl9.AaNCMOH_x7isKw9sAK61YbOzinmW71B8RYvw6SRD42o&where=search&referrerAllArticles=true
75,2024 강경젓갈축제 안내,673535,2024.10.13. 16:42,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673535&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzUzNSwiaXNzdWVkQXQiOjE3MzI2MDY2OTkyODQsImNhZmVJZCI6MjEyOTAzNjl9.tNtwMwSAfuh7S3W2R616JLv1p1WyiLDQqXpnfSlIsSI&where=search&referrerAllArticles=true
76,2024강경젓갈축제!베베핀 키즈존 안내,673534,2024.10.13. 16:41,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673534&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzUzNCwiaXNzdWVkQXQiOjE3MzI2MDY2OTkzMDMsImNhZmVJZCI6MjEyOTAzNjl9.MNzNmFWdg7MGkuXlacDQh51efkBpphMt5q6MnMD3hR4&where=search&referrerAllArticles=true
77,KBS대전 아침마당 영상 안내(2024강경젓갈축제 홍보),673519,2024.10.13. 11:28,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673519&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzUxOSwiaXNzdWVkQXQiOjE3MzI2MDY2OTkzMjAsImNhZmVJZCI6MjEyOTAzNjl9.tNkx4i4qXoK6zbH0mszmsMy6PPcZfFt93IPQ7EkhhJs&where=search&referrerAllArticles=true
78,강경축제,673512,2024.10.13. 09:54,민남매애미,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673512&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzUxMiwiaXNzdWVkQXQiOjE3MzI2MDY2OTkzNDUsImNhZmVJZCI6MjEyOTAzNjl9.n7_hfyad3vB3uOeXI19JAD_dkNdsXPGur3FmFfUcsmo&where=search&referrerAllArticles=true
79,2024 강경젓갈축제 안내,673496,2024.10.12. 21:42,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673496&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzQ5NiwiaXNzdWVkQXQiOjE3MzI2MDY2OTkzNTksImNhZmVJZCI6MjEyOTAzNjl9.sSj_XsAca9DcV730LweZU5rDpdci_79YpfD8EeoCxj4&where=search&referrerAllArticles=true
80,[강경산소금문학관]영원한 청년작가 박범신 토크쇼(10.19.강경젓갈축제기간),673395,2024.10.11. 16:19,우기마미,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673395&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzM5NSwiaXNzdWVkQXQiOjE3MzI2MDY2OTkzNzEsImNhZmVJZCI6MjEyOTAzNjl9.Uaie01jD-wwbtjSIKTaE-Bk5768Vb6vNASALIxWcbZw&where=search&referrerAllArticles=true
81,"논산시, 강경젓갈축제 대비 식품 안전 관리 강화",673350,2024.10.10. 23:49,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673350&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzM1MCwiaXNzdWVkQXQiOjE3MzI2MDY2OTkzODYsImNhZmVJZCI6MjEyOTAzNjl9.iReF7FzfnD2YUe0EM9DiGq2QUvZhASoS6rvpll4rJu0&where=search&referrerAllArticles=true
82,강경 젓갈축제,672405,2024.09.29. 15:04,반가워요,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=672405&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MjQwNSwiaXNzdWVkQXQiOjE3MzI2MDY2OTk0MDAsImNhZmVJZCI6MjEyOTAzNjl9.4S7-tbsxcT9sUPCQfLH1fVifYCB9KYt8iGhgQDW-t-c&where=search&referrerAllArticles=true
83,"주말 행사 안내(논산 예술제, 김홍신문학관 개관 5주년 기념식(법륜스님 즉문즉설), 예술그린 피크닉데이, 탑정호 음악분수, 강경고을 만세축제)",672329,2024.09.28. 09:09,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=672329&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MjMyOSwiaXNzdWVkQXQiOjE3MzI2MDY2OTk0MTUsImNhZmVJZCI6MjEyOTAzNjl9.Cmqz9LIhQwSengHsUEFUXYam1m_2dvv0yRMkVUyYN2Q&where=search&referrerAllArticles=true
84,"""논산 특산물로 신메뉴 개발"" 강경젓갈축제서 맛보세요",672314,2024.09.27. 22:59,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=672314&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MjMxNCwiaXNzdWVkQXQiOjE3MzI2MDY2OTk0MjgsImNhZmVJZCI6MjEyOTAzNjl9.Ut-IVDZoons-l5ksbctC7JjTWUhmOJkzfFBtOzCdGsI&where=search&referrerAllArticles=true
85,"주말 행사 안내(논산예술제, 김홍신문학관 개관 5주년 기념식, 탑정호 음악분수, 예술그린 피크닉데이, 강경고을 만세축제)",672283,2024.09.27. 17:03,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=672283&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MjI4MywiaXNzdWVkQXQiOjE3MzI2MDY2OTk0NDIsImNhZmVJZCI6MjEyOTAzNjl9.YJG1hWh8yVdxIvWuYKTDXzX57gkuGg-otfPilACKJ1k&where=search&referrerAllArticles=true
86,강경고을 만세축제 안내,672066,2024.09.25. 11:20,논산시 홍보협력실,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=672066&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MjA2NiwiaXNzdWVkQXQiOjE3MzI2MDY2OTk0NTksImNhZmVJZCI6MjEyOTAzNjl9.f1IfsMV26tyFm-zbUF03j3lkBc8Z7cTBq31pbgazxSU&where=search&referrerAllArticles=true
87,2024 강경젓갈축제 강경젓갈·상월고구마 캐릭터 디자인 공모전 개최 안내,662266,2024.05.30. 11:44,관광축제팀,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=662266&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY2MjI2NiwiaXNzdWVkQXQiOjE3MzI2MDY2OTk0NzQsImNhZmVJZCI6MjEyOTAzNjl9.aAp-12mBkYbKPkPmZrtuLhMcYtcdtTp7drWpJG6kArg&where=search&referrerAllArticles=true
88,강경에서 딸기축제 버스있나요?,656456,2024.03.23. 14:53,준혁엄마,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=656456&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY1NjQ1NiwiaXNzdWVkQXQiOjE3MzI2MDY2OTk0ODksImNhZmVJZCI6MjEyOTAzNjl9.lsgvk5FcyCAxjxYKiC-JHt397_FZILK6pOBOCXqErgw&where=search&referrerAllArticles=true
89,강경젓갈축제 떡갈비,641483,2023.10.22. 20:31,뚱심이,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641483&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTQ4MywiaXNzdWVkQXQiOjE3MzI2MDY2OTk1MDIsImNhZmVJZCI6MjEyOTAzNjl9.sCpSaNyDeMpbiy5VvuD8D16toPnW8fDe2eAFkzqks7E&where=search&referrerAllArticles=true
